sg_uf,regional,curso,no_curso_aj,vagas,concluintes,demanda,qtd_bolsas_elegiveis
SC,Coordenadoria Regional de Educação de São Miguel do Oeste,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Seara,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Taió,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Timbó,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Tubarão,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Videira,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Xanxerê,Computação,computacao,0,0,2,0
MA,açailandia,Computação,computacao,0,0,3,0
MA,bacabal,Computação,computacao,0,0,3,0
MA,balsas,Computação,computacao,0,0,3,0
MA,barra do corda,Computação,computacao,0,0,5,0
MA,caxias,Computação,computacao,0,0,4,0
MA,chapadinha,Computação,computacao,0,0,6,0
MA,codo,Computação,computacao,0,0,3,0
MA,imperatriz,Computação,computacao,0,0,5,0
MA,itapecuru-mirim,Computação,computacao,0,0,4,0
MA,lago da pedra,Computação,computacao,0,0,2,0
MA,pedreiras,Computação,computacao,0,0,2,0
MA,pinheiro,Computação,computacao,0,0,6,0
MA,presidente dutra,Computação,computacao,0,0,3,0
MA,rosario,Computação,computacao,0,0,5,0
MA,santa ines,Computação,computacao,0,0,5,0
MA,são joao dos patos,Computação,computacao,0,0,3,0
MA,são luis,Computação,computacao,0,0,9,0
MA,timon,Computação,computacao,0,0,3,0
MA,viana,Computação,computacao,0,0,5,0
MA,ze doca,Computação,computacao,0,0,4,0
SE,DEA,Computação,computacao,0,0,3,0
SE,DRE01,Computação,computacao,0,0,3,0
SE,DRE02,Computação,computacao,0,0,3,0
SE,DRE03,Computação,computacao,0,0,3,0
SE,DRE04,Computação,computacao,0,0,2,0
SE,DRE05,Computação,computacao,0,0,2,0
SE,DRE06,Computação,computacao,0,0,2,0
SE,DRE07,Computação,computacao,0,0,2,0
SE,DRE08,Computação,computacao,0,0,3,0
SE,DRE09,Computação,computacao,0,0,2,0
RN,2,Computação,computacao,0,0,3,0
RN,3,Computação,computacao,0,0,2,0
RN,4,Computação,computacao,0,0,2,0
RN,5,Computação,computacao,0,0,2,0
RN,6,Computação,computacao,0,0,2,0
RN,7,Computação,computacao,0,0,2,0
RN,9,Computação,computacao,0,0,2,0
RN,10,Computação,computacao,0,0,2,0
RN,11,Computação,computacao,0,0,2,0
RN,12,Computação,computacao,0,0,3,0
RN,13,Computação,computacao,0,0,2,0
RN,14,Computação,computacao,0,0,2,0
RN,15,Computação,computacao,0,0,2,0
AM,Sudoeste Amazonense,Computação,computacao,0,0,8,0
AM,Norte Amazonense,Computação,computacao,0,0,4,0
RS,13º CRE (Bagé),Sociologia,sociologia,0,0,1,0
RS,7º CRE (Passo Fundo),Sociologia,sociologia,0,0,1,0
RS,24º CRE (Cachoeira do Sul),Sociologia,sociologia,0,0,1,0
RS,36º CRE (Ijuí),Sociologia,sociologia,0,0,1,0
RS,17º CRE (Santa Rosa),Sociologia,sociologia,0,0,1,0
RS,10º CRE (Uruguaiana),Sociologia,sociologia,0,0,1,0
RS,39º CRE (Carazinho),Sociologia,sociologia,0,0,1,0
RS,20º CRE (Palmeira das Missões),Sociologia,sociologia,0,0,1,0
RS,25º CRE (Soledade),Sociologia,sociologia,0,0,1,0
RS,28º CRE (Gravataí),Sociologia,sociologia,0,0,3,0
RS,16º CRE (Bento Gonçalves),Sociologia,sociologia,0,0,1,0
RS,3º CRE (Estrela),Sociologia,sociologia,0,0,1,0
RS,12º CRE (Guaíba),Sociologia,sociologia,0,0,1,0
RS,11º CRE (Osório),Sociologia,sociologia,0,0,2,0
RS,21º CRE (Três Passos),Sociologia,sociologia,0,0,1,0
RS,9º CRE (Cruz Alta),Sociologia,sociologia,0,0,1,0
RS,23º CRE (Vacaria),Sociologia,sociologia,0,0,1,0
RS,6º CRE (Santa Cruz do Sul),Sociologia,sociologia,0,0,1,0
RS,32º CRE (São Luiz Gonzaga),Sociologia,sociologia,0,0,1,0
RS,27º CRE (Canoas),Sociologia,sociologia,0,0,2,0
RS,35º CRE (São Borja),Sociologia,sociologia,0,0,1,0
RS,14º CRE (Santo Ângelo),Sociologia,sociologia,0,0,1,0
RS,18º CRE (Rio Grande),Sociologia,sociologia,0,0,1,0
RS,19º CRE (Santana do Livramento),Sociologia,sociologia,0,0,1,0
GO,CRE-ÁGUAS LINDAS,Sociologia,sociologia,0,0,1,0
GO,CRE-APARECIDA,Sociologia,sociologia,0,0,2,0
GO,CRE-CAMPOS BELOS,Sociologia,sociologia,0,0,1,0
GO,CRE-CERES,Sociologia,sociologia,0,0,1,0
GO,CRE-GOIANÉSIA,Sociologia,sociologia,0,0,1,0
GO,CRE-GOIÁS,Sociologia,sociologia,0,0,1,0
GO,CRE-GOIATUBA,Sociologia,sociologia,0,0,1,0
GO,CRE-INHUMAS,Sociologia,sociologia,0,0,1,0
GO,CRE-IPORÁ,Sociologia,sociologia,0,0,1,0
GO,CRE-ITABERAI,Sociologia,sociologia,0,0,1,0
GO,CRE-ITAPACI,Sociologia,sociologia,0,0,1,0
GO,CRE-ITAPURANGA,Sociologia,sociologia,0,0,1,0
GO,CRE-ITUMBIARA,Sociologia,sociologia,0,0,1,0
GO,CRE-JATAI,Sociologia,sociologia,0,0,1,0
GO,CRE-JUSSARA,Sociologia,sociologia,0,0,1,0
GO,CRE-LUZIÂNIA,Sociologia,sociologia,0,0,1,0
GO,CRE-MINAÇU,Sociologia,sociologia,0,0,1,0
GO,CRE-MINEIROS,Sociologia,sociologia,0,0,1,0
GO,CRE-MORRINHOS,Sociologia,sociologia,0,0,1,0
GO,CRE-NOVO GAMA,Sociologia,sociologia,0,0,1,0
GO,CRE-PALMEIRAS,Sociologia,sociologia,0,0,1,0
GO,CRE-PIRACANJUBA,Sociologia,sociologia,0,0,1,0
GO,CRE-PIRANHAS,Sociologia,sociologia,0,0,1,0
GO,CRE-PIRES DO RIO,Sociologia,sociologia,0,0,1,0
GO,CRE-PLANALTINA,Sociologia,sociologia,0,0,1,0
GO,CRE-PORANGATU,Sociologia,sociologia,0,0,1,0
GO,CRE-POSSE,Sociologia,sociologia,0,0,1,0
GO,CRE-QUIRINÓPOLIS,Sociologia,sociologia,0,0,1,0
GO,CRE-RIO VERDE,Sociologia,sociologia,0,0,1,0
GO,CRE-RUBIATABA,Sociologia,sociologia,0,0,1,0
GO,CRE-SANTA HELENA,Sociologia,sociologia,0,0,1,0
GO,CRE-SÃO L. M. BELOS,Sociologia,sociologia,0,0,1,0
GO,CRE-SÃO M. ARAGUAIA,Sociologia,sociologia,0,0,1,0
GO,CRE-SILVÂNIA,Sociologia,sociologia,0,0,1,0
GO,CRE-TRINDADE,Sociologia,sociologia,0,0,1,0
GO,CRE-URUAÇU,Sociologia,sociologia,0,0,1,0
ES,SRE Afonso Cláudio,Sociologia,sociologia,0,0,1,0
ES,SRE Barra de São Francisco,Sociologia,sociologia,0,0,1,0
ES,SRE Guaçuí,Sociologia,sociologia,0,0,1,0
ES,SRE Vila Velha,Sociologia,sociologia,0,0,1,0
ES,SRE Colatina,Sociologia,sociologia,0,0,1,0
ES,SRE Linhares,Sociologia,sociologia,0,0,1,0
ES,SRE Cachoeiro de Itapemirim,Sociologia,sociologia,0,0,1,0
ES,SRE Nova Venécia,Sociologia,sociologia,0,0,1,0
ES,SRE Cariacica,Sociologia,sociologia,0,0,1,0
ES,SRE São Mateus,Sociologia,sociologia,0,0,1,0
MG,SRE ALMENARA,Sociologia,sociologia,0,0,1,0
MG,SRE ARAÇUAÍ,Sociologia,sociologia,0,0,1,0
MG,SRE CAMPO BELO,Sociologia,sociologia,0,0,1,0
MG,SRE CARANGOLA,Sociologia,sociologia,0,0,1,0
MG,SRE CARATINGA,Sociologia,sociologia,0,0,1,0
MG,SRE CAXAMBU,Sociologia,sociologia,0,0,1,0
MG,SRE CONSELHEIRO LAFAIETE,Sociologia,sociologia,0,0,1,0
MG,SRE CORONEL FABRICIANO,Sociologia,sociologia,0,0,1,0
MG,SRE CURVELO,Sociologia,sociologia,0,0,1,0
MG,SRE DIAMANTINA,Sociologia,sociologia,0,0,1,0
MG,SRE DIVINÓPOLIS,Sociologia,sociologia,0,0,2,0
MG,SRE GOVERNADOR VALADARES,Sociologia,sociologia,0,0,2,0
MG,SRE GUANHÃES,Sociologia,sociologia,0,0,1,0
MG,SRE ITAJUBÁ,Sociologia,sociologia,0,0,1,0
MG,SRE ITUIUTABA,Sociologia,sociologia,0,0,1,0
MG,SRE JANAÚBA,Sociologia,sociologia,0,0,1,0
MG,SRE JANUÁRIA,Sociologia,sociologia,0,0,2,0
MG,SRE LEOPOLDINA,Sociologia,sociologia,0,0,1,0
MG,SRE MANHUAÇU,Sociologia,sociologia,0,0,1,0
MG,SRE METROPOLITANA A,Sociologia,sociologia,0,0,1,0
MG,SRE METROPOLITANA C,Sociologia,sociologia,0,0,3,0
MG,SRE MONTE CARMELO,Sociologia,sociologia,0,0,1,0
MG,SRE MONTES CLAROS,Sociologia,sociologia,0,0,3,0
MG,SRE MURIAÉ,Sociologia,sociologia,0,0,1,0
MG,SRE NOVA ERA,Sociologia,sociologia,0,0,1,0
MG,SRE OURO PRETO,Sociologia,sociologia,0,0,1,0
MG,SRE PARÁ DE MINAS,Sociologia,sociologia,0,0,1,0
MG,SRE PARACATU,Sociologia,sociologia,0,0,1,0
MG,SRE PASSOS,Sociologia,sociologia,0,0,1,0
MG,SRE PATOS DE MINAS,Sociologia,sociologia,0,0,1,0
MG,SRE PATROCÍNIO,Sociologia,sociologia,0,0,1,0
MG,SRE PIRAPORA,Sociologia,sociologia,0,0,1,0
MG,SRE POÇOS DE CALDAS,Sociologia,sociologia,0,0,1,0
MG,SRE POUSO ALEGRE,Sociologia,sociologia,0,0,1,0
MG,SRE SÃO JOÃO DEL REI,Sociologia,sociologia,0,0,1,0
MG,SRE SÃO SEBASTIÃO DO PARAÍSO,Sociologia,sociologia,0,0,1,0
MG,SRE SETE LAGOAS,Sociologia,sociologia,0,0,1,0
MG,SRE TEÓFILO OTONI,Sociologia,sociologia,0,0,2,0
MG,SRE UBÁ,Sociologia,sociologia,0,0,1,0
MG,SRE UBERABA,Sociologia,sociologia,0,0,2,0
MG,SRE UNAÍ,Sociologia,sociologia,0,0,1,0
SP,ADAMANTINA,Sociologia,sociologia,0,0,1,0
SP,JOSE BONIFACIO,Sociologia,sociologia,0,0,1,0
SP,SAO JOAO DA BOA VISTA,Sociologia,sociologia,0,0,1,0
SP,MOGI MIRIM,Sociologia,sociologia,0,0,2,0
SP,AVARE,Sociologia,sociologia,0,0,1,0
SP,PIRACICABA,Sociologia,sociologia,0,0,1,0
SP,BAURU,Sociologia,sociologia,0,0,2,0
SP,ITAPETININGA,Sociologia,sociologia,0,0,1,0
SP,PRESIDENTE PRUDENTE,Sociologia,sociologia,0,0,1,0
SP,BARRETOS,Sociologia,sociologia,0,0,1,0
SP,RIBEIRAO PRETO,Sociologia,sociologia,0,0,2,0
SP,PENAPOLIS,Sociologia,sociologia,0,0,1,0
SP,SAO ROQUE,Sociologia,sociologia,0,0,1,0
SP,AMERICANA,Sociologia,sociologia,0,0,2,0
SP,PIRASSUNUNGA,Sociologia,sociologia,0,0,1,0
SP,ANDRADINA,Sociologia,sociologia,0,0,1,0
SP,BOTUCATU,Sociologia,sociologia,0,0,1,0
SP,GUARATINGUETA,Sociologia,sociologia,0,0,1,0
SP,JALES,Sociologia,sociologia,0,0,1,0
SP,APIAI,Sociologia,sociologia,0,0,1,0
SP,ARACATUBA,Sociologia,sociologia,0,0,1,0
SP,VOTORANTIM,Sociologia,sociologia,0,0,1,0
SP,SAO JOAQUIM DA BARRA,Sociologia,sociologia,0,0,1,0
SP,TUPA,Sociologia,sociologia,0,0,1,0
SP,CATANDUVA,Sociologia,sociologia,0,0,1,0
SP,LIMEIRA,Sociologia,sociologia,0,0,2,0
SP,JACAREI,Sociologia,sociologia,0,0,1,0
SP,ASSIS,Sociologia,sociologia,0,0,1,0
SP,BRAGANCA PAULISTA,Sociologia,sociologia,0,0,1,0
SP,SAO JOSE DO RIO PRETO,Sociologia,sociologia,0,0,2,0
SP,ITARARE,Sociologia,sociologia,0,0,1,0
SP,JAU,Sociologia,sociologia,0,0,1,0
SP,REGISTRO,Sociologia,sociologia,0,0,1,0
SP,SERTAOZINHO,Sociologia,sociologia,0,0,1,0
SP,ITAPEVI,Sociologia,sociologia,0,0,3,0
SP,JABOTICABAL,Sociologia,sociologia,0,0,1,0
SP,OURINHOS,Sociologia,sociologia,0,0,1,0
SP,SANTOS,Sociologia,sociologia,0,0,3,0
SP,BIRIGUI,Sociologia,sociologia,0,0,1,0
SP,MOGI DAS CRUZES,Sociologia,sociologia,0,0,1,0
SP,ITU,Sociologia,sociologia,0,0,2,0
SP,TAQUARITINGA,Sociologia,sociologia,0,0,1,0
SP,ITAPEVA,Sociologia,sociologia,0,0,1,0
SP,TAUBATE,Sociologia,sociologia,0,0,2,0
SP,LINS,Sociologia,sociologia,0,0,1,0
SP,CAIEIRAS,Sociologia,sociologia,0,0,3,0
SP,SANTO ANASTACIO,Sociologia,sociologia,0,0,1,0
SP,JUNDIAI,Sociologia,sociologia,0,0,3,0
SP,PINDAMONHANGABA,Sociologia,sociologia,0,0,1,0
SP,CAPIVARI,Sociologia,sociologia,0,0,1,0
SP,CARAGUATATUBA,Sociologia,sociologia,0,0,1,0
SP,CARAPICUIBA,Sociologia,sociologia,0,0,2,0
SP,SAO CARLOS,Sociologia,sociologia,0,0,1,0
SP,FRANCA,Sociologia,sociologia,0,0,1,0
SP,DIADEMA,Sociologia,sociologia,0,0,2,0
SP,TABOAO DA SERRA,Sociologia,sociologia,0,0,2,0
SP,ITAPECERICA DA SERRA,Sociologia,sociologia,0,0,1,0
SP,MIRANTE DO PARANAPANEMA,Sociologia,sociologia,0,0,1,0
SP,FERNANDOPOLIS,Sociologia,sociologia,0,0,1,0
SP,PIRAJU,Sociologia,sociologia,0,0,1,0
SP,SUZANO,Sociologia,sociologia,0,0,2,0
SP,SUMARE,Sociologia,sociologia,0,0,2,0
SP,MIRACATU,Sociologia,sociologia,0,0,1,0
SP,SAO VICENTE,Sociologia,sociologia,0,0,3,0
SP,ITAQUAQUECETUBA,Sociologia,sociologia,0,0,2,0
SP,MAUA,Sociologia,sociologia,0,0,2,0
SP,SAO JOSE DOS CAMPOS,Sociologia,sociologia,0,0,2,0
SP,OSASCO,Sociologia,sociologia,0,0,3,0
SP,SANTO ANDRE,Sociologia,sociologia,0,0,2,0
SP,SAO BERNARDO DO CAMPO,Sociologia,sociologia,0,0,3,0
SP,SOROCABA,Sociologia,sociologia,0,0,2,0
MS,CRE 1,Sociologia,sociologia,0,0,1,0
MS,CRE 2,Sociologia,sociologia,0,0,1,0
MS,CRE 3,Sociologia,sociologia,0,0,1,0
MS,CRE 4,Sociologia,sociologia,0,0,1,0
MS,CRE 7,Sociologia,sociologia,0,0,1,0
MS,CRE 9,Sociologia,sociologia,0,0,1,0
MS,CRE 12,Sociologia,sociologia,0,0,1,0
MS,Campo Grande,Sociologia,sociologia,0,0,2,0
PE,METROPOLITANA NORTE,Sociologia,sociologia,0,0,1,0
PE,METROPOLITANA SUL,Sociologia,sociologia,0,0,3,0
PE,MATA NORTE (NAZARÉ DA MATA),Sociologia,sociologia,0,0,1,0
PE,MATA CENTRO (VITÓRIA DE SANTO ANTÃO),Sociologia,sociologia,0,0,1,0
PE,MATA SUL (PALMARES),Sociologia,sociologia,0,0,1,0
PE,VALE DO CAPIBARIBE (LIMOEIRO),Sociologia,sociologia,0,0,1,0
PE,AGRESTE CENTRO NORTE (CARUARU),Sociologia,sociologia,0,0,2,0
PE,AGRESTE MERIDIONAL (GARANHUNS),Sociologia,sociologia,0,0,2,0
PE,SERTÃO DO MOXOTÓ IPANEMA (ARCOVERDE),Sociologia,sociologia,0,0,1,0
PE,SERTÃO DO ALTO PAJEÚ (AFOGADOS DA INGAZEIRA),Sociologia,sociologia,0,0,1,0
PE,SERTÃO DO SUBMÉDIO SÃO FRANCISCO (FLORESTA),Sociologia,sociologia,0,0,1,0
PE,SERTÃO DO MÉDIO SÃO FRANCISCO (PETROLINA),Sociologia,sociologia,0,0,2,0
PE,SERTÃO CENTRAL (SALGUEIRO),Sociologia,sociologia,0,0,1,0
PE,SERTÃO DO ARARIPE (ARARIPINA),Sociologia,sociologia,0,0,1,0
MT,ALTA FLORESTA,Sociologia,sociologia,0,0,1,0
MT,TANGARÁ DA SERRA,Sociologia,sociologia,0,0,1,0
MT,DIAMANTINO,Sociologia,sociologia,0,0,1,0
MT,BARRA DO GARÇAS,Sociologia,sociologia,0,0,1,0
MT,SINOP,Sociologia,sociologia,0,0,2,0
MT,VÁRZEA GRANDE,Sociologia,sociologia,0,0,1,0
MT,RONDONÓPOLIS,Sociologia,sociologia,0,0,1,0
MT,PRIMAVERA DO LESTE,Sociologia,sociologia,0,0,1,0
MT,PONTES E LACERDA,Sociologia,sociologia,0,0,1,0
MT,MATUPÁ,Sociologia,sociologia,0,0,1,0
MT,JUINA,Sociologia,sociologia,0,0,1,0
MT,CONFRESA,Sociologia,sociologia,0,0,1,0
MT,CÁCERES,Sociologia,sociologia,0,0,1,0
RJ,CENTRO-SUL,Sociologia,sociologia,0,0,1,0
RJ,SUL FLUMINENSE,Sociologia,sociologia,0,0,2,0
RJ,METROPOLITANA I,Sociologia,sociologia,0,0,2,0
RJ,METROPOLITANA II,Sociologia,sociologia,0,0,2,0
RJ,METROPOLITANA V,Sociologia,sociologia,0,0,1,0
RJ,METROPOLITANA VII,Sociologia,sociologia,0,0,2,0
RJ,NOROESTE FLUMINENSE,Sociologia,sociologia,0,0,1,0
RJ,SERRANA I,Sociologia,sociologia,0,0,2,0
RJ,SERRANA II,Sociologia,sociologia,0,0,1,0
PB,Guarabira,Sociologia,sociologia,0,0,1,0
PB,Cuité,Sociologia,sociologia,0,0,1,0
PB,Patos,Sociologia,sociologia,0,0,1,0
PB,Itaporanga,Sociologia,sociologia,0,0,1,0
PB,Catolé do Rocha,Sociologia,sociologia,0,0,1,0
PB,Cajazeiras,Sociologia,sociologia,0,0,1,0
PB,Sousa,Sociologia,sociologia,0,0,1,0
PB,Princesa Isabel,Sociologia,sociologia,0,0,1,0
PB,Itabaiana,Sociologia,sociologia,0,0,1,0
PB,Pombal,Sociologia,sociologia,0,0,1,0
PB,Mamanguape,Sociologia,sociologia,0,0,1,0
PR,APUCARANA,Sociologia,sociologia,0,0,1,0
PR,AREA METROPOLITANA NORTE,Sociologia,sociologia,0,0,2,0
PR,AREA METROPOLITANA SUL,Sociologia,sociologia,0,0,3,0
PR,ASSIS CHATEAUBRIAND,Sociologia,sociologia,0,0,1,0
PR,CAMPO MOURAO,Sociologia,sociologia,0,0,1,0
PR,CASCAVEL,Sociologia,sociologia,0,0,2,0
PR,CIANORTE,Sociologia,sociologia,0,0,1,0
PR,CORNELIO PROCOPIO,Sociologia,sociologia,0,0,1,0
PR,DOIS VIZINHOS,Sociologia,sociologia,0,0,1,0
PR,FOZ DO IGUACU,Sociologia,sociologia,0,0,1,0
PR,FRANCISCO BELTRAO,Sociologia,sociologia,0,0,1,0
PR,GOIOERE,Sociologia,sociologia,0,0,1,0
PR,GUARAPUAVA,Sociologia,sociologia,0,0,1,0
PR,IBAITI,Sociologia,sociologia,0,0,1,0
PR,IRATI,Sociologia,sociologia,0,0,1,0
PR,IVAIPORA,Sociologia,sociologia,0,0,1,0
PR,JACAREZINHO,Sociologia,sociologia,0,0,1,0
PR,LOANDA,Sociologia,sociologia,0,0,1,0
PR,PARANAVAI,Sociologia,sociologia,0,0,1,0
PR,PATO BRANCO,Sociologia,sociologia,0,0,1,0
PR,PITANGA,Sociologia,sociologia,0,0,1,0
PR,PONTA GROSSA,Sociologia,sociologia,0,0,2,0
PR,TELEMACO BORBA,Sociologia,sociologia,0,0,1,0
PR,UMUARAMA,Sociologia,sociologia,0,0,1,0
PR,UNIAO DA VITORIA,Sociologia,sociologia,0,0,1,0
PR,WENCESLAU BRAZ,Sociologia,sociologia,0,0,1,0
RO,ALTA FLORESTA,Sociologia,sociologia,0,0,1,0
RO,ARIQUEMES,Sociologia,sociologia,0,0,1,0
RO,BURITIS,Sociologia,sociologia,0,0,1,0
RO,CACOAL,Sociologia,sociologia,0,0,1,0
RO,CEREJEIRAS,Sociologia,sociologia,0,0,1,0
RO,COSTA MARQUES,Sociologia,sociologia,0,0,1,0
RO,Guajará-Mirim,Sociologia,sociologia,0,0,1,0
RO,ESPIGÃO D' OESTE,Sociologia,sociologia,0,0,1,0
RO,EXTREMA,Sociologia,sociologia,0,0,1,0
RO,GUAJARÁ-MIRIM,Sociologia,sociologia,0,0,1,0
RO,JARU,Sociologia,sociologia,0,0,1,0
RO,JI-PARANÁ,Sociologia,sociologia,0,0,1,0
RO,MACHADINHO,Sociologia,sociologia,0,0,1,0
RO,OURO PRETO,Sociologia,sociologia,0,0,1,0
RO,PIMENTA BUENO,Sociologia,sociologia,0,0,1,0
RO,ROLIM DE MOURA,Sociologia,sociologia,0,0,1,0
RO,SÃO FRANCISCO,Sociologia,sociologia,0,0,1,0
RO,VILHENA,Sociologia,sociologia,0,0,1,0
TO,ARAGUAINA,Sociologia,sociologia,0,0,1,0
TO,ARAGUATINS,Sociologia,sociologia,0,0,1,0
TO,ARRAIAS,Sociologia,sociologia,0,0,1,0
TO,COLINAS DO TOCANTINS,Sociologia,sociologia,0,0,1,0
TO,DIANOPOLIS,Sociologia,sociologia,0,0,1,0
TO,GUARAI,Sociologia,sociologia,0,0,1,0
TO,GURUPI,Sociologia,sociologia,0,0,1,0
TO,MIRACEMA DO TOCANTINS,Sociologia,sociologia,0,0,1,0
TO,PALMAS,Sociologia,sociologia,0,0,1,0
TO,PARAISO DO TOCANTINS,Sociologia,sociologia,0,0,1,0
TO,PEDRO AFONSO,Sociologia,sociologia,0,0,1,0
TO,PORTO NACIONAL,Sociologia,sociologia,0,0,1,0
RR,RR,Sociologia,sociologia,0,0,3,0
BA,1,Sociologia,sociologia,0,0,1,0
BA,2,Sociologia,sociologia,0,0,2,0
BA,3,Sociologia,sociologia,0,0,2,0
BA,4,Sociologia,sociologia,0,0,2,0
BA,6,Sociologia,sociologia,0,0,1,0
BA,7,Sociologia,sociologia,0,0,1,0
BA,8,Sociologia,sociologia,0,0,1,0
BA,9,Sociologia,sociologia,0,0,1,0
BA,11,Sociologia,sociologia,0,0,2,0
BA,12,Sociologia,sociologia,0,0,1,0
BA,14,Sociologia,sociologia,0,0,1,0
BA,13,Sociologia,sociologia,0,0,1,0
BA,15,Sociologia,sociologia,0,0,1,0
BA,16,Sociologia,sociologia,0,0,1,0
BA,17,Sociologia,sociologia,0,0,1,0
BA,18,Sociologia,sociologia,0,0,2,0
BA,19,Sociologia,sociologia,0,0,3,0
BA,22,Sociologia,sociologia,0,0,1,0
BA,23,Sociologia,sociologia,0,0,1,0
BA,24,Sociologia,sociologia,0,0,1,0
BA,25,Sociologia,sociologia,0,0,1,0
BA,27,Sociologia,sociologia,0,0,1,0
PA,abaetetuba,Sociologia,sociologia,0,0,2,0
PA,afuá,Sociologia,sociologia,0,0,1,0
PA,altamira,Sociologia,sociologia,0,0,1,0
PA,ananindeua,Sociologia,sociologia,0,0,1,0
PA,Benevides,Sociologia,sociologia,0,0,1,0
PA,Bragança,Sociologia,sociologia,0,0,1,0
PA,Breves,Sociologia,sociologia,0,0,1,0
PA,cametá,Sociologia,sociologia,0,0,1,0
PA,capanema,Sociologia,sociologia,0,0,1,0
PA,capitão Poço,Sociologia,sociologia,0,0,1,0
PA,curralinho,Sociologia,sociologia,0,0,1,0
PA,itaituba,Sociologia,sociologia,0,0,1,0
PA,Mãe do rio,Sociologia,sociologia,0,0,1,0
PA,Marabá,Sociologia,sociologia,0,0,1,0
PA,Monte alegre,Sociologia,sociologia,0,0,1,0
PA,Óbidos,Sociologia,sociologia,0,0,1,0
PA,Parauapebas,Sociologia,sociologia,0,0,1,0
PA,santa Bárbara,Sociologia,sociologia,0,0,1,0
PA,santa izabel do Pará,Sociologia,sociologia,0,0,1,0
PA,santarém,Sociologia,sociologia,0,0,2,0
PA,cachoeira do arari,Sociologia,sociologia,0,0,1,0
PA,tucuruí,Sociologia,sociologia,0,0,1,0
PA,Xinguara,Sociologia,sociologia,0,0,1,0
AC,JURUÁ,Sociologia,sociologia,0,0,1,0
AC,TARAUACÁ / ENVIRA,Sociologia,sociologia,0,0,1,0
AC,PURUS,Sociologia,sociologia,0,0,1,0
AC,ALTO ACRE,Sociologia,sociologia,0,0,1,0
AL,1a GEE,Sociologia,sociologia,0,0,1,0
AL,2a GEE,Sociologia,sociologia,0,0,1,0
AL,3a GEE,Sociologia,sociologia,0,0,1,0
AL,4a GEE,Sociologia,sociologia,0,0,1,0
AL,5a GEE,Sociologia,sociologia,0,0,1,0
AL,6a GEE,Sociologia,sociologia,0,0,1,0
AL,7a GEE,Sociologia,sociologia,0,0,1,0
AL,8a GEE,Sociologia,sociologia,0,0,1,0
AL,9a GEE,Sociologia,sociologia,0,0,1,0
AL,10a GEE,Sociologia,sociologia,0,0,1,0
AL,11a GEE,Sociologia,sociologia,0,0,1,0
AL,12a GEE,Sociologia,sociologia,0,0,1,0
CE,CREDE 01,Sociologia,sociologia,0,0,2,0
CE,CREDE 03,Sociologia,sociologia,0,0,1,0
CE,CREDE 04,Sociologia,sociologia,0,0,1,0
CE,CREDE 05,Sociologia,sociologia,0,0,1,0
CE,CREDE 07,Sociologia,sociologia,0,0,1,0
CE,CREDE 09,Sociologia,sociologia,0,0,1,0
CE,CREDE 10,Sociologia,sociologia,0,0,1,0
CE,CREDE 11,Sociologia,sociologia,0,0,1,0
CE,CREDE 12,Sociologia,sociologia,0,0,1,0
CE,CREDE 13,Sociologia,sociologia,0,0,1,0
CE,CREDE 14,Sociologia,sociologia,0,0,1,0
CE,CREDE 15,Sociologia,sociologia,0,0,1,0
CE,CREDE 16,Sociologia,sociologia,0,0,1,0
CE,CREDE 17,Sociologia,sociologia,0,0,1,0
CE,CREDE 19,Sociologia,sociologia,0,0,1,0
CE,CREDE 20,Sociologia,sociologia,0,0,1,0
PI,02ª,Sociologia,sociologia,0,0,1,0
PI,03ª,Sociologia,sociologia,0,0,1,0
PI,05ª,Sociologia,sociologia,0,0,1,0
PI,06ª,Sociologia,sociologia,0,0,1,0
PI,07ª,Sociologia,sociologia,0,0,1,0
PI,08ª,Sociologia,sociologia,0,0,1,0
PI,09ª,Sociologia,sociologia,0,0,1,0
PI,10ª,Sociologia,sociologia,0,0,1,0
PI,11ª,Sociologia,sociologia,0,0,1,0
PI,12ª,Sociologia,sociologia,0,0,1,0
PI,13ª,Sociologia,sociologia,0,0,1,0
PI,14ª,Sociologia,sociologia,0,0,1,0
PI,15ª,Sociologia,sociologia,0,0,1,0
PI,16ª,Sociologia,sociologia,0,0,1,0
PI,17ª,Sociologia,sociologia,0,0,1,0
PI,18ª,Sociologia,sociologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Araranguá,Sociologia,sociologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Braço do Norte,Sociologia,sociologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Brusque,Sociologia,sociologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Caçador,Sociologia,sociologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Campos Novos,Sociologia,sociologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Canoinhas,Sociologia,sociologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Concórdia,Sociologia,sociologia,0,0,1,0
