sg_uf,regional,curso,no_curso_aj,vagas,concluintes,demanda,qtd_bolsas_elegiveis
PR,CORNELIO PROCOPIO,Matemática,matematica,216,23,5,0
PR,CORNELIO PROCOPIO,Geografia,geografia,79,19,2,0
PR,CORNELIO PROCOPIO,Pedagogia,pedagogia,240,65,43,0
PR,CORNELIO PROCOPIO,Educação física,educacaofisica,54,3,2,0
PR,CURITIBA,Artes,artes,365,144,11,0
PR,CURITIBA,Biologia,biologia,32,45,4,0
PR,CURITIBA,Sociologia,sociologia,31,10,4,0
PR,CURITIBA,Educação física,educacaofisica,565,64,11,0
PR,CURITIBA,Filosofia,filosofia,14,18,4,0
PR,CURITIBA,Física,fisica,194,16,4,0
PR,CURITIBA,Geografia,geografia,0,15,11,0
PR,CURITIBA,História,historia,226,88,11,0
PR,CURITIBA,Inglês,ingles,355,106,11,0
PR,CURITIBA,Língua Portuguesa,linguaportuguesa,774,218,31,0
PR,CURITIBA,Matemática,matematica,103,26,31,5
PR,CURITIBA,Pedagogia,pedagogia,2336,436,170,0
PR,CURITIBA,Química,quimica,95,37,4,0
PR,DOIS VIZINHOS,Biologia,biologia,90,16,1,0
PR,FOZ DO IGUACU,Ciências,ciencias,412,29,4,0
PR,FOZ DO IGUACU,Filosofia,filosofia,94,9,1,0
PR,FOZ DO IGUACU,Geografia,geografia,85,4,3,0
PR,FOZ DO IGUACU,História,historia,76,16,3,0
PR,FOZ DO IGUACU,Matemática,matematica,342,12,10,0
PR,FOZ DO IGUACU,Química,quimica,153,17,1,0
PR,FOZ DO IGUACU,Inglês,ingles,108,3,3,0
PR,FOZ DO IGUACU,Pedagogia,pedagogia,331,62,85,23
PR,FOZ DO IGUACU,Biologia,biologia,60,2,1,0
PR,FOZ DO IGUACU,Física,fisica,115,8,1,0
PR,FRANCISCO BELTRAO,Artes,artes,0,0,3,0
PR,FRANCISCO BELTRAO,História,historia,0,0,3,0
PR,FRANCISCO BELTRAO,Matemática,matematica,40,5,7,2
PR,FRANCISCO BELTRAO,Pedagogia,pedagogia,148,46,62,16
PR,FRANCISCO BELTRAO,Computação,computacao,101,13,3,0
PR,FRANCISCO BELTRAO,Geografia,geografia,60,16,3,0
PR,FRANCISCO BELTRAO,Biologia,biologia,116,18,1,0
PR,FRANCISCO BELTRAO,Física,fisica,96,4,1,0
PR,FRANCISCO BELTRAO,Química,quimica,97,2,1,0
PR,GOIOERE,Ciências,ciencias,155,2,1,0
PR,GOIOERE,Física,fisica,155,1,1,0
PR,GUARAPUAVA,Artes,artes,35,6,2,0
PR,GUARAPUAVA,Biologia,biologia,40,11,1,0
PR,GUARAPUAVA,Filosofia,filosofia,50,7,1,0
PR,GUARAPUAVA,Física,fisica,40,4,1,0
PR,GUARAPUAVA,Geografia,geografia,50,11,2,0
PR,GUARAPUAVA,História,historia,100,17,2,0
PR,GUARAPUAVA,Inglês,ingles,50,5,2,0
PR,GUARAPUAVA,Língua Portuguesa,linguaportuguesa,100,19,6,0
PR,GUARAPUAVA,Matemática,matematica,50,6,6,0
PR,GUARAPUAVA,Pedagogia,pedagogia,155,54,55,1
PR,GUARAPUAVA,Química,quimica,40,2,1,0
PR,IBAITI,Pedagogia,pedagogia,480,0,21,21
PR,IRATI,Educação física,educacaofisica,40,14,2,0
PR,IRATI,Geografia,geografia,50,6,2,0
PR,IRATI,História,historia,50,4,2,0
PR,IRATI,Inglês,ingles,50,3,2,0
PR,IRATI,Língua Portuguesa,linguaportuguesa,50,3,6,3
PR,IRATI,Matemática,matematica,50,4,6,2
PR,IRATI,Pedagogia,pedagogia,100,34,42,8
PR,IRATI,Química,quimica,94,9,1,0
PR,IVAIPORA,Educação física,educacaofisica,98,4,2,0
PR,IVAIPORA,História,historia,147,2,2,0
PR,IVAIPORA,Pedagogia,pedagogia,100,9,29,20
PR,IVAIPORA,Física,fisica,40,7,1,0
PR,JACAREZINHO,Biologia,biologia,44,11,1,0
PR,JACAREZINHO,Educação física,educacaofisica,40,21,2,0
PR,JACAREZINHO,Filosofia,filosofia,118,7,1,0
PR,JACAREZINHO,História,historia,161,24,2,0
PR,JACAREZINHO,Matemática,matematica,60,19,5,0
PR,JACAREZINHO,Pedagogia,pedagogia,281,51,40,0
PR,JACAREZINHO,Química,quimica,68,8,1,0
PR,LARANJEIRAS DO SUL,Biologia,biologia,144,11,1,0
PR,LARANJEIRAS DO SUL,Sociologia,sociologia,109,0,1,1
PR,LARANJEIRAS DO SUL,Pedagogia,pedagogia,142,27,37,10
PR,LONDRINA,Pedagogia,pedagogia,571,182,137,0
PR,LONDRINA,Química,quimica,185,22,2,0
PR,LONDRINA,Artes,artes,75,25,6,0
PR,LONDRINA,Biologia,biologia,187,55,2,0
PR,LONDRINA,Sociologia,sociologia,87,18,2,0
PR,LONDRINA,Educação física,educacaofisica,100,30,6,0
PR,LONDRINA,Filosofia,filosofia,56,9,2,0
PR,LONDRINA,Física,fisica,67,15,2,0
PR,LONDRINA,Geografia,geografia,76,30,6,0
PR,LONDRINA,História,historia,123,35,6,0
PR,LONDRINA,Inglês,ingles,59,18,6,0
PR,LONDRINA,Língua Portuguesa,linguaportuguesa,173,49,17,0
PR,LONDRINA,Matemática,matematica,53,18,17,0
PR,MARINGA,Pedagogia,pedagogia,961,67,125,58
PR,MARINGA,Artes,artes,208,40,5,0
PR,MARINGA,Biologia,biologia,151,38,2,0
PR,MARINGA,Sociologia,sociologia,42,13,2,0
PR,MARINGA,Educação física,educacaofisica,301,67,5,0
PR,MARINGA,Filosofia,filosofia,86,20,2,0
PR,MARINGA,Física,fisica,36,11,2,0
PR,MARINGA,Geografia,geografia,112,30,5,0
PR,MARINGA,História,historia,158,16,5,0
PR,MARINGA,Inglês,ingles,183,21,5,0
PR,MARINGA,Língua Portuguesa,linguaportuguesa,320,32,13,0
PR,MARINGA,Matemática,matematica,262,30,13,0
PR,MARINGA,Química,quimica,94,8,2,0
PR,PARANAGUA,Pedagogia,pedagogia,354,49,68,19
PR,PARANAGUA,Artes,artes,30,9,3,0
PR,PARANAGUA,Ciências,ciencias,120,10,4,0
PR,PARANAGUA,Educação física,educacaofisica,58,2,3,1
PR,PARANAGUA,Geografia,geografia,56,3,3,0
PR,PARANAGUA,Língua Portuguesa,linguaportuguesa,113,17,9,0
PR,PARANAGUA,Biologia,biologia,48,7,1,0
PR,PARANAGUA,História,historia,55,12,3,0
PR,PARANAGUA,Inglês,ingles,45,8,3,0
PR,PARANAGUA,Matemática,matematica,53,8,9,1
PR,PARANAGUA,Sociologia,sociologia,40,9,1,0
PR,PARANAGUA,Física,fisica,41,2,1,0
PR,PARANAGUA,Química,quimica,0,1,1,0
PR,PARANAVAI,Biologia,biologia,47,10,1,0
PR,PARANAVAI,Educação física,educacaofisica,188,26,2,0
PR,PARANAVAI,Geografia,geografia,54,4,2,0
PR,PARANAVAI,História,historia,47,2,2,0
PR,PARANAVAI,Matemática,matematica,53,9,5,0
PR,PARANAVAI,Pedagogia,pedagogia,152,35,45,10
PR,PARANAVAI,Química,quimica,73,3,1,0
PR,PATO BRANCO,Pedagogia,pedagogia,197,39,66,27
PR,PATO BRANCO,História,historia,50,1,3,2
PR,PATO BRANCO,Matemática,matematica,45,5,7,2
PR,PATO BRANCO,Artes,artes,41,12,3,0
PR,PATO BRANCO,Biologia,biologia,44,8,1,0
PR,PATO BRANCO,Educação física,educacaofisica,0,3,3,0
PR,PATO BRANCO,Química,quimica,0,4,1,0
PR,PITANGA,Pedagogia,pedagogia,258,15,20,5
PR,PITANGA,Educação física,educacaofisica,1,9,2,0
PR,PITANGA,Química,quimica,40,3,1,0
PR,PONTA GROSSA,Biologia,biologia,146,40,2,0
PR,PONTA GROSSA,Ciências,ciencias,215,58,6,0
PR,PONTA GROSSA,Artes,artes,44,20,5,0
PR,PONTA GROSSA,Educação física,educacaofisica,314,43,5,0
PR,PONTA GROSSA,Física,fisica,30,6,2,0
PR,PONTA GROSSA,Geografia,geografia,40,8,5,0
PR,PONTA GROSSA,História,historia,40,17,5,0
PR,PONTA GROSSA,Matemática,matematica,60,8,14,6
PR,PONTA GROSSA,Pedagogia,pedagogia,489,80,106,26
PR,PONTA GROSSA,Química,quimica,30,8,2,0
PR,PONTA GROSSA,Filosofia,filosofia,60,0,2,2
PR,PONTA GROSSA,Língua Portuguesa,linguaportuguesa,180,55,14,0
PR,TELEMACO BORBA,Pedagogia,pedagogia,160,0,35,35
PR,TELEMACO BORBA,Física,fisica,113,10,1,0
PR,TOLEDO,Pedagogia,pedagogia,311,46,91,45
PR,TOLEDO,Educação física,educacaofisica,22,12,3,0
PR,TOLEDO,Geografia,geografia,60,7,3,0
PR,TOLEDO,História,historia,120,23,3,0
PR,TOLEDO,Inglês,ingles,136,7,3,0
PR,TOLEDO,Biologia,biologia,45,21,1,0
PR,TOLEDO,Física,fisica,0,0,1,0
PR,TOLEDO,Matemática,matematica,46,14,9,0
PR,TOLEDO,Química,quimica,52,19,1,0
PR,TOLEDO,Computação,computacao,43,0,3,3
PR,TOLEDO,Sociologia,sociologia,60,2,1,0
PR,TOLEDO,Filosofia,filosofia,120,17,1,0
PR,TOLEDO,Língua Portuguesa,linguaportuguesa,200,6,9,3
PR,UMUARAMA,Pedagogia,pedagogia,126,21,55,34
PR,UMUARAMA,Biologia,biologia,41,8,1,0
PR,UMUARAMA,Química,quimica,40,5,1,0
PR,UNIAO DA VITORIA,Biologia,biologia,54,10,1,0
PR,UNIAO DA VITORIA,Filosofia,filosofia,57,4,1,0
PR,UNIAO DA VITORIA,Geografia,geografia,55,4,2,0
PR,UNIAO DA VITORIA,História,historia,47,4,2,0
PR,UNIAO DA VITORIA,Inglês,ingles,47,11,2,0
PR,UNIAO DA VITORIA,Matemática,matematica,48,5,5,0
PR,UNIAO DA VITORIA,Pedagogia,pedagogia,79,23,38,15
PR,UNIAO DA VITORIA,Química,quimica,60,1,1,0
PR,UNIAO DA VITORIA,Educação física,educacaofisica,69,45,2,0
PR,WENCESLAU BRAZ,Pedagogia,pedagogia,10,7,24,3
RO,ARIQUEMES,Pedagogia,pedagogia,77,32,24,0
RO,ARIQUEMES,Educação física,educacaofisica,50,3,2,0
RO,ARIQUEMES,Física,fisica,0,0,1,0
RO,ARIQUEMES,Química,quimica,0,1,1,0
RO,ARIQUEMES,Biologia,biologia,40,18,1,0
RO,CACOAL,Pedagogia,pedagogia,200,8,14,6
RO,CACOAL,Geografia,geografia,40,3,2,0
RO,CACOAL,Matemática,matematica,40,11,3,0
RO,Guajará-Mirim,Língua Portuguesa,linguaportuguesa,101,16,2,0
RO,Guajará-Mirim,Pedagogia,pedagogia,71,30,7,0
RO,Guajará-Mirim,Ciências,ciencias,43,16,1,0
RO,Guajará-Mirim,Biologia,biologia,43,6,1,0
RO,Guajará-Mirim,Química,quimica,0,3,1,0
RO,JARU,Pedagogia,pedagogia,100,0,12,12
RO,JI-PARANÁ,Física,fisica,50,3,1,0
RO,JI-PARANÁ,Matemática,matematica,150,6,6,0
RO,JI-PARANÁ,Pedagogia,pedagogia,93,20,26,6
RO,JI-PARANÁ,Educação física,educacaofisica,0,0,2,0
RO,JI-PARANÁ,Química,quimica,74,9,1,0
RO,OURO PRETO,Pedagogia,pedagogia,200,0,10,10
RO,PIMENTA BUENO,Pedagogia,pedagogia,0,0,9,0
RO,PORTO VELHO,Artes,artes,97,12,5,0
RO,PORTO VELHO,Biologia,biologia,124,12,2,0
RO,PORTO VELHO,Sociologia,sociologia,40,6,2,0
RO,PORTO VELHO,Computação,computacao,47,0,5,5
RO,PORTO VELHO,Educação física,educacaofisica,173,29,5,0
RO,PORTO VELHO,Filosofia,filosofia,118,0,2,2
RO,PORTO VELHO,Física,fisica,176,9,2,0
RO,PORTO VELHO,Geografia,geografia,43,2,5,3
RO,PORTO VELHO,História,historia,77,7,5,0
RO,PORTO VELHO,Inglês,ingles,28,17,5,0
RO,PORTO VELHO,Língua Portuguesa,linguaportuguesa,118,17,14,0
RO,PORTO VELHO,Matemática,matematica,91,7,14,7
RO,PORTO VELHO,Pedagogia,pedagogia,295,43,84,41
RO,PORTO VELHO,Química,quimica,120,3,2,0
RO,ROLIM DE MOURA,História,historia,73,16,2,0
RO,ROLIM DE MOURA,Pedagogia,pedagogia,62,11,17,6
RO,ROLIM DE MOURA,Educação física,educacaofisica,0,0,2,0
RO,VILHENA,Língua Portuguesa,linguaportuguesa,50,13,4,0
RO,VILHENA,Pedagogia,pedagogia,196,20,21,1
RO,VILHENA,Matemática,matematica,40,7,4,0
RO,VILHENA,Biologia,biologia,172,14,1,0
TO,ARAGUAINA,Biologia,biologia,84,36,1,0
TO,ARAGUAINA,Física,fisica,100,10,1,0
TO,ARAGUAINA,Geografia,geografia,120,44,3,0
TO,ARAGUAINA,História,historia,120,50,3,0
TO,ARAGUAINA,Inglês,ingles,20,12,3,0
TO,ARAGUAINA,Língua Portuguesa,linguaportuguesa,40,27,10,0
TO,ARAGUAINA,Matemática,matematica,120,33,10,0
TO,ARAGUAINA,Química,quimica,100,23,1,0
TO,ARAGUATINS,Pedagogia,pedagogia,40,24,29,5
TO,ARAGUATINS,Biologia,biologia,68,15,1,0
TO,ARAGUATINS,Computação,computacao,44,6,2,0
TO,ARRAIAS,Matemática,matematica,120,31,2,0
TO,ARRAIAS,Pedagogia,pedagogia,120,54,6,0
TO,COLINAS DO TOCANTINS,Computação,computacao,0,9,2,0
TO,DIANOPOLIS,Biologia,biologia,41,0,1,1
TO,DIANOPOLIS,Computação,computacao,0,34,2,0
TO,GUARAI,Biologia,biologia,0,0,1,0
TO,GUARAI,Educação física,educacaofisica,0,0,2,0
TO,GUARAI,Pedagogia,pedagogia,2,32,10,0
TO,GURUPI,Química,quimica,40,0,1,1
TO,GURUPI,Educação física,educacaofisica,130,10,2,0
TO,GURUPI,Pedagogia,pedagogia,160,6,33,27
TO,GURUPI,Artes,artes,170,3,2,0
TO,MIRACEMA DO TOCANTINS,Educação física,educacaofisica,48,25,2,0
TO,MIRACEMA DO TOCANTINS,Pedagogia,pedagogia,120,74,11,0
TO,PALMAS,Filosofia,filosofia,100,20,1,0
TO,PALMAS,Pedagogia,pedagogia,466,81,47,0
TO,PALMAS,Artes,artes,100,23,3,0
TO,PALMAS,Educação física,educacaofisica,146,23,3,0
TO,PALMAS,Física,fisica,42,10,1,0
TO,PALMAS,Língua Portuguesa,linguaportuguesa,304,22,8,0
TO,PALMAS,Matemática,matematica,41,13,8,0
TO,PARAISO DO TOCANTINS,Matemática,matematica,50,9,5,0
TO,PARAISO DO TOCANTINS,Química,quimica,50,4,1,0
TO,PORTO NACIONAL,Biologia,biologia,50,17,1,0
TO,PORTO NACIONAL,Geografia,geografia,60,33,2,0
TO,PORTO NACIONAL,História,historia,120,27,2,0
TO,PORTO NACIONAL,Inglês,ingles,10,3,2,0
TO,PORTO NACIONAL,Língua Portuguesa,linguaportuguesa,0,24,4,0
TO,PORTO NACIONAL,Pedagogia,pedagogia,245,38,26,0
TO,PORTO NACIONAL,Computação,computacao,2,17,2,0
TO,TOCANTINOPOLIS,Sociologia,sociologia,80,12,1,0
TO,TOCANTINOPOLIS,Educação física,educacaofisica,50,41,2,0
TO,TOCANTINOPOLIS,Pedagogia,pedagogia,60,34,17,0
AP,AP,Biologia,biologia,185,13,3,0
AP,AP,Geografia,geografia,170,26,10,0
AP,AP,História,historia,200,23,10,0
AP,AP,Pedagogia,pedagogia,1570,168,172,4
AP,AP,Artes,artes,341,47,10,0
AP,AP,Educação física,educacaofisica,192,69,10,0
AP,AP,Física,fisica,174,14,3,0
AP,AP,Língua Portuguesa,linguaportuguesa,2054,311,27,0
AP,AP,Matemática,matematica,321,65,27,0
AP,AP,Química,quimica,163,24,3,0
AP,AP,Sociologia,sociologia,73,9,3,0
AP,AP,Ciências,ciencias,572,60,13,0
AP,AP,Filosofia,filosofia,147,9,3,0
AP,AP,Computação,computacao,40,5,10,5
RR,RR,Artes,artes,113,15,9,0
RR,RR,Biologia,biologia,168,19,3,0
RR,RR,Física,fisica,50,2,3,1
RR,RR,Geografia,geografia,30,6,9,3
RR,RR,História,historia,118,18,9,0
RR,RR,Língua Portuguesa,linguaportuguesa,225,26,27,1
RR,RR,Matemática,matematica,140,10,27,17
RR,RR,Pedagogia,pedagogia,735,85,144,59
RR,RR,Química,quimica,85,10,3,0
RR,RR,Educação física,educacaofisica,70,58,9,0
RR,RR,Filosofia,filosofia,0,2,3,0
RR,RR,Ciências,ciencias,303,37,13,0
RR,RR,Computação,computacao,0,0,9,0
DF,DF,Artes,artes,763,110,19,0
DF,DF,Biologia,biologia,1115,122,7,0
DF,DF,Ciências,ciencias,1856,236,24,0
DF,DF,Sociologia,sociologia,17,38,7,0
DF,DF,Computação,computacao,126,27,19,0
DF,DF,Educação física,educacaofisica,2692,204,19,0
DF,DF,Filosofia,filosofia,142,54,7,0
DF,DF,Física,fisica,316,38,7,0
DF,DF,Geografia,geografia,86,49,19,0
DF,DF,História,historia,900,125,19,0
DF,DF,Língua Portuguesa,linguaportuguesa,6894,384,54,0
DF,DF,Inglês,ingles,2466,224,19,0
DF,DF,Matemática,matematica,1795,96,54,0
DF,DF,Pedagogia,pedagogia,5580,675,354,0
DF,DF,Química,quimica,259,47,7,0
BA,1,Língua Portuguesa,linguaportuguesa,83,27,14,0
BA,1,Pedagogia,pedagogia,41,49,91,0
BA,2,Pedagogia,pedagogia,60,38,83,22
BA,3,Inglês,ingles,30,1,5,4
BA,3,Língua Portuguesa,linguaportuguesa,30,12,14,2
BA,4,História,historia,30,16,7,0
BA,4,Inglês,ingles,25,12,7,0
BA,4,Língua Portuguesa,linguaportuguesa,31,19,20,1
BA,4,Matemática,matematica,110,0,20,20
BA,4,Pedagogia,pedagogia,278,91,112,21
BA,4,Geografia,geografia,32,19,7,0
BA,4,Biologia,biologia,50,6,2,0
BA,5,Biologia,biologia,92,20,2,0
BA,5,Sociologia,sociologia,54,3,2,0
BA,5,Educação física,educacaofisica,56,5,7,2
BA,5,Filosofia,filosofia,89,15,2,0
BA,5,Física,fisica,52,3,2,0
BA,5,Geografia,geografia,64,19,7,0
BA,5,História,historia,111,23,7,0
BA,5,Matemática,matematica,62,12,19,7
BA,5,Pedagogia,pedagogia,118,44,128,74
BA,5,Química,quimica,46,8,2,0
BA,5,Artes,artes,236,2,7,5
BA,5,Ciências,ciencias,407,35,9,0
BA,6,Pedagogia,pedagogia,249,77,79,2
BA,6,Educação física,educacaofisica,195,4,4,0
BA,6,Computação,computacao,54,2,4,2
BA,6,Matemática,matematica,94,7,12,5
BA,6,Biologia,biologia,47,0,1,1
BA,7,Artes,artes,220,5,4,0
BA,7,Ciências,ciencias,289,54,7,0
BA,7,Biologia,biologia,30,24,1,0
BA,7,Educação física,educacaofisica,37,10,4,0
BA,7,História,historia,41,25,4,0
BA,7,Inglês,ingles,21,17,4,0
BA,7,Língua Portuguesa,linguaportuguesa,26,12,13,1
BA,7,Matemática,matematica,30,7,13,6
BA,7,Pedagogia,pedagogia,46,19,98,27
BA,8,Biologia,biologia,26,12,1,0
BA,8,Física,fisica,5,4,1,0
BA,8,Pedagogia,pedagogia,92,52,44,0
BA,8,Química,quimica,4,6,1,0
BA,9,Educação física,educacaofisica,32,18,3,0
BA,9,Filosofia,filosofia,100,9,1,0
BA,9,Física,fisica,96,3,1,0
BA,9,Língua Portuguesa,linguaportuguesa,225,41,10,0
BA,9,Matemática,matematica,85,22,10,0
BA,9,Pedagogia,pedagogia,134,22,56,34
BA,9,Química,quimica,71,14,1,0
BA,9,Biologia,biologia,40,17,1,0
BA,9,Geografia,geografia,40,20,3,0
BA,10,Artes,artes,40,8,6,0
BA,10,Sociologia,sociologia,40,13,2,0
BA,10,História,historia,0,12,6,0
BA,10,Pedagogia,pedagogia,211,101,112,11
BA,10,Matemática,matematica,198,1,18,17
BA,11,Biologia,biologia,30,22,2,0
BA,11,Física,fisica,34,2,2,0
BA,11,Geografia,geografia,32,4,6,2
BA,11,História,historia,29,9,6,0
BA,11,Matemática,matematica,131,34,15,0
BA,11,Química,quimica,34,5,2,0
BA,11,Língua Portuguesa,linguaportuguesa,125,33,15,0
BA,11,Pedagogia,pedagogia,250,60,99,39
BA,11,Educação física,educacaofisica,200,0,6,6
BA,14,História,historia,30,12,3,0
BA,14,Língua Portuguesa,linguaportuguesa,31,29,8,0
BA,14,Pedagogia,pedagogia,191,28,47,19
BA,13,Língua Portuguesa,linguaportuguesa,63,63,13,0
BA,13,Pedagogia,pedagogia,92,111,83,0
BA,13,Biologia,biologia,84,31,1,0
BA,13,Geografia,geografia,20,44,4,0
BA,13,História,historia,26,16,4,0
BA,13,Inglês,ingles,20,17,4,0
BA,13,Matemática,matematica,30,42,13,0
BA,13,Educação física,educacaofisica,30,28,4,0
BA,13,Química,quimica,58,9,1,0
BA,15,Pedagogia,pedagogia,295,60,37,0
BA,16,Pedagogia,pedagogia,113,42,41,0
BA,16,Educação física,educacaofisica,38,31,3,0
BA,16,Geografia,geografia,35,18,3,0
BA,16,História,historia,35,18,3,0
BA,16,Inglês,ingles,20,16,3,0
BA,16,Língua Portuguesa,linguaportuguesa,26,25,7,0
BA,16,Computação,computacao,40,0,3,3
BA,17,Educação física,educacaofisica,61,14,4,0
BA,17,Pedagogia,pedagogia,349,27,81,54
BA,17,Língua Portuguesa,linguaportuguesa,38,28,12,0
BA,17,Biologia,biologia,17,19,1,0
BA,17,Física,fisica,3,2,1,0
BA,17,Geografia,geografia,5,8,4,0
BA,17,História,historia,11,10,4,0
BA,17,Matemática,matematica,5,5,12,0
BA,17,Química,quimica,0,0,1,0
BA,18,Biologia,biologia,30,29,2,0
BA,18,Educação física,educacaofisica,232,11,6,0
BA,18,História,historia,30,18,6,0
BA,18,Inglês,ingles,20,11,6,0
BA,18,Língua Portuguesa,linguaportuguesa,32,12,18,6
BA,18,Matemática,matematica,30,19,18,0
BA,18,Pedagogia,pedagogia,235,53,107,54
BA,18,Química,quimica,40,6,2,0
BA,19,Biologia,biologia,72,33,3,0
BA,19,Educação física,educacaofisica,350,22,8,0
BA,19,Filosofia,filosofia,230,22,3,0
BA,19,Física,fisica,66,16,3,0
BA,19,Geografia,geografia,70,22,8,0
BA,19,História,historia,90,42,8,0
BA,19,Inglês,ingles,50,17,8,0
BA,19,Língua Portuguesa,linguaportuguesa,130,72,20,0
BA,19,Matemática,matematica,90,33,20,0
BA,19,Artes,artes,23,10,8,0
BA,19,Pedagogia,pedagogia,638,138,129,0
BA,19,Química,quimica,70,11,3,0
BA,20,Biologia,biologia,46,38,2,0
BA,20,Sociologia,sociologia,63,10,2,0
BA,20,Filosofia,filosofia,73,6,2,0
BA,20,Física,fisica,48,7,2,0
BA,20,Geografia,geografia,53,29,7,0
BA,20,História,historia,50,41,7,0
BA,20,Língua Portuguesa,linguaportuguesa,74,36,20,0
BA,20,Matemática,matematica,47,19,20,1
BA,20,Pedagogia,pedagogia,555,57,122,65
BA,20,Química,quimica,45,15,2,0
BA,21,Artes,artes,113,0,5,5
BA,21,Sociologia,sociologia,125,31,2,0
BA,21,História,historia,205,52,5,0
BA,21,Pedagogia,pedagogia,560,119,105,0
BA,21,Biologia,biologia,63,14,2,0
BA,21,Educação física,educacaofisica,110,23,5,0
BA,21,Computação,computacao,72,4,5,1
BA,21,Geografia,geografia,30,19,5,0
BA,21,Inglês,ingles,15,11,5,0
BA,21,Língua Portuguesa,linguaportuguesa,226,46,14,0
BA,22,Língua Portuguesa,linguaportuguesa,73,54,9,0
BA,22,Biologia,biologia,3,28,1,0
BA,22,Artes,artes,30,5,3,0
BA,22,Educação física,educacaofisica,49,20,3,0
BA,22,Matemática,matematica,2,13,9,0
BA,22,Pedagogia,pedagogia,50,60,65,0
BA,22,Química,quimica,72,14,1,0
BA,23,Artes,artes,76,8,3,0
BA,23,Pedagogia,pedagogia,50,13,44,31
BA,24,Biologia,biologia,31,8,1,0
BA,24,Matemática,matematica,35,11,6,0
BA,24,Pedagogia,pedagogia,31,44,33,0
BA,24,Educação física,educacaofisica,48,1,2,1
BA,25,Ciências,ciencias,125,56,4,0
BA,25,Geografia,geografia,40,11,3,0
BA,25,Biologia,biologia,25,26,1,0
BA,25,Matemática,matematica,32,17,8,0
BA,25,Pedagogia,pedagogia,51,31,52,20
BA,25,Artes,artes,29,2,3,1
BA,25,Educação física,educacaofisica,3,0,3,3
BA,25,Língua Portuguesa,linguaportuguesa,0,0,8,0
BA,25,Computação,computacao,44,5,3,0
BA,26,Pedagogia,pedagogia,4168,496,272,0
BA,26,Computação,computacao,140,6,20,14
BA,26,Matemática,matematica,388,34,56,22
BA,26,Biologia,biologia,90,58,8,0
BA,26,Educação física,educacaofisica,652,38,20,0
BA,26,Ciências,ciencias,319,110,24,0
BA,26,Sociologia,sociologia,28,26,8,0
BA,26,Artes,artes,862,60,20,0
BA,26,Filosofia,filosofia,145,19,8,0
BA,26,Física,fisica,136,21,8,0
BA,26,Geografia,geografia,142,64,20,0
BA,26,História,historia,414,92,20,0
BA,26,Língua Portuguesa,linguaportuguesa,1465,303,56,0
BA,26,Química,quimica,3,27,8,0
BA,26,Inglês,ingles,941,43,20,0
BA,27,História,historia,105,9,4,0
BA,27,Língua Portuguesa,linguaportuguesa,20,15,10,0
BA,27,Pedagogia,pedagogia,290,50,76,26
BA,27,Matemática,matematica,80,10,10,0
BA,27,Artes,artes,236,12,4,0
BA,27,Ciências,ciencias,328,16,5,0
BA,27,Computação,computacao,70,3,4,1
BA,27,Química,quimica,70,7,1,0
PA,abaetetuba,Física,fisica,58,32,2,0
PA,abaetetuba,Língua Portuguesa,linguaportuguesa,84,59,22,0
PA,abaetetuba,Matemática,matematica,141,86,22,0
PA,abaetetuba,Pedagogia,pedagogia,773,321,111,0
PA,abaetetuba,Educação física,educacaofisica,200,43,8,0
PA,abaetetuba,História,historia,200,2,8,6
PA,abaetetuba,Biologia,biologia,0,36,2,0
PA,abaetetuba,Geografia,geografia,40,46,8,0
PA,abaetetuba,Ciências,ciencias,218,84,11,0
PA,abaetetuba,Química,quimica,40,13,2,0
PA,altamira,Biologia,biologia,58,34,1,0
PA,altamira,Geografia,geografia,46,9,5,0
PA,altamira,Inglês,ingles,56,6,5,0
PA,altamira,Língua Portuguesa,linguaportuguesa,58,55,16,0
PA,altamira,Pedagogia,pedagogia,103,99,70,0
PA,altamira,Educação física,educacaofisica,40,2,5,3
PA,altamira,Matemática,matematica,40,14,16,2
PA,ananindeua,Física,fisica,44,14,1,0
PA,ananindeua,Geografia,geografia,57,27,3,0
PA,ananindeua,História,historia,156,44,3,0
PA,ananindeua,Química,quimica,44,26,1,0
PA,ananindeua,Pedagogia,pedagogia,1220,69,57,0
PA,ananindeua,Educação física,educacaofisica,260,15,3,0
PA,ananindeua,Matemática,matematica,100,0,9,9
PA,Belém,Artes,artes,536,154,8,0
PA,Belém,Biologia,biologia,437,138,3,0
PA,Belém,Ciências,ciencias,1500,496,10,0
PA,Belém,Sociologia,sociologia,13,44,3,0
PA,Belém,Educação física,educacaofisica,302,169,8,0
PA,Belém,Filosofia,filosofia,44,42,3,0
PA,Belém,Física,fisica,112,33,3,0
PA,Belém,Geografia,geografia,475,106,8,0
PA,Belém,História,historia,645,97,8,0
PA,Belém,Inglês,ingles,815,114,8,0
PA,Belém,Língua Portuguesa,linguaportuguesa,1159,249,23,0
PA,Belém,Matemática,matematica,561,112,23,0
PA,Belém,Pedagogia,pedagogia,4112,593,115,0
PA,Belém,Química,quimica,148,66,3,0
PA,Belém,Computação,computacao,61,11,8,0
PA,Benevides,Educação física,educacaofisica,0,17,2,0
PA,Benevides,Pedagogia,pedagogia,331,13,13,0
PA,Bragança,Biologia,biologia,105,29,1,0
PA,Bragança,Ciências,ciencias,247,56,7,0
PA,Bragança,História,historia,58,18,5,0
